Test_Location,Chemical_Name,Chemical_Grade,Chemical_Analysis_Method,Chemical_Purity_Mean_,Species_Scientific_Name,Species_Common_Name,Organism_Lifestage,Organism_Age_Mean,Organism_Age_Min,Organism_Age_Max,Organism_Age_Units,Exposure_Type,Media_Type,Number_of_Doses,Conc_1_Type_Author,Conc_1_Mean_Author,Conc_Min_1_Author,Conc_1_Max_Author,Conc_1_Units_Author,Effect,Effect_Measurement,Endpoint,Observed_Response_Mean,Observed_Response_Min,Observed_Response_Max,Observed_Response_Units,Response_Site,Observed_Duration_Days,Observed_Duration_Min_Days,Observed_Duration_Max_Days,Observed_Duration_Units_Days,Type,Measurement,Behavior,Nutrition,Location_GPS,Temperature_C,Humidity_%,Rainfall,Genomics,Bee_Strain_Origin,Other notes,Author,Autho_Affiliation,Journal,Reference_Number,Title,Source,Publication_Year,,Note_Nutrition
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,NR,NR,NR,NR,NR,Food,No substrate,5,Active ingredient,0.227,NR,NR,AI ng/org,Mortality,Mortality,LC50,0.227,NR,NR,AI ng/org,NR,10,NR,NR,Day(s),NR,individual,N,N,NR,25 ± 1,55 ± 5,NR,NR,CRSAD,"The purpose of this study was therefore to test if the honey bee’s AChE activity could be altered by neonicotinoid compounds and to explore possible effects of other common products used in maize fields: atrazine and glyphosate. One week prior to pollen shedding, beehives were placed near three different field types: certified organically grown maize, conventionally grown maize or non-cultivated. At the same time, caged bees were exposed to increasing sub-lethal doses of neonicotinoid insecticides (imidacloprid and clothianidin) and herbicides (atrazine and glyphosate) under controlled conditions. While increased AChE activity was found in all fields after 2 weeks of exposure, bees close to conventional maize crops showed values higher than those in both organic maize fields and non-cultivated areas. In caged bees, AChE activity increased in response to neonicotinoids, and a slight decrease was observed by glyphosate. These results are discussed with regard to AChE activity as a potential biomarker of exposure for neonicotinoids.","Boily,M., B. Sarrasin, C. DeBlois, P. Aras, and M. Chagnon",,,165449,"Acetylcholinesterase in Honey Bees (Apis mellifera) Exposed to Neonicotinoids, Atrazine and Glyphosate: Laboratory and Field Experiments",Environ. Sci. Pollut. Res. Int.20(8): 5603-5614,2013,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,NR,NR,NR,NR,NR,"Environmental, unspecified",Filter paper,1,Formulation,50,NR,NR,ppm,Mortality,Mortality,NR-ZERO,50,NR,NR,ppm,NR,1,NR,NR,Day(s),worker,NR,N,N,79°390E Lat. and 29°350 N Long,NR,NR,NR,NR,NR,Behavior - flower visit after treatment / tested two honey bee species (A. mellifera and A. cerana),"Stanley,J., K. Sah, S.K. Jain, J.C. Bhatt, and S.N. Sushil",,,168437,"Evaluation of Pesticide Toxicity at Their Field Recommended Doses to Honeybees, Apis cerana and A. mellifera Through Laboratory, Semi-Field and Field Studies",Chemosphere119:668-674,2015,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Analytical grade,Unmeasured,92.5,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,Food,No substrate,6,Active ingredient,80.9,NR,NR,ng/org,Mortality,Mortality,LD50,80.9,NR,NR,ng/org,NR,2,NR,NR,Day(s),worker,individual,N,N,NR,32 ± 1,70,NR,NR,"Institute of Biosciences of Universidade Estadual Paulista, Campus of Rio Claro, São Paulo State, Brazil","Several synthetic substances are used in agricultural areas to combat insect pests; however, the indiscriminate use of these products may affect nontarget insects, such as bees. In Brazil, one of the most widely used insecticides is imidacloprid, which targets the nervous system of insects. Therefore, the aim of this study was to evaluate the effects of chronic exposure to sublethal doses of imidacloprid on the brain of the Africanized Apis mellifera. The organs of both control bees and bees exposed to insecticide were subjected to morphological, histochemical and immunocytochemical analysis after exposure to imidacloprid, respectively, for 1, 3, 5, 7, and 10 days. In mushroom bodies of bees exposed to imidacloprid concentrations of LD50/10 and in optic lobes of bees exposed to imidacloprid concentrations of LD50/10, LD50/100, and LD50/50, we observed the presence of condensed cells. The Feulgen reaction revealed the presence of some cells with pyknotic nuclei, whereas Xylidine Ponceau stain revealed strongly stained cells. These characteristics can indicate the occurrence of cell death. Furthermore, cells in mushroom bodies of bees exposed to imidacloprid concentrations of LD50/10 appeared to be swollen. Cell death was confirmed by immunocytochemical technique. Therefore, it was concluded that sublethal doses of imidacloprid have cytotoxic effects on exposed bee brains and that optic lobes are more sensitive to the insecticide than other regions of the brain.","De Almeida Rossi,C., T.C. Roat, D.A. Tavares, P. Cintra-Socolowski, and O. Malaspina",,,168898,Brain Morphophysiology of Africanized Bee Apis mellifera Exposed to Sublethal Doses of Imidacloprid,Arch. Environ. Contam. Toxicol.65(2): 234-243,2013,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,17.4,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,"Topical, general",No substrate,>=7,Formulation,0.15,0.05,0.32,ug/org,Mortality,Mortality,LD50,0.15,0.05,0.32,ug/org,NR,2,NR,NR,Day(s),worker,individual,N,N,NR,25,75,NR,NR,"Gardner Apiaries, Spell Bee, Baxley, GA, USA","The topical toxicities of five commercial grade pesticides commonly sprayed in apple orchards were estimated on adult worker honey bees, Apis mellifera (L.) (Hymenoptera: Apidae) and Japanese orchard bees, Osmia cornifrons (Radoszkowski) (Hymenoptera: Megachilidae). The pesticides were acetamiprid (Assail 30SG), λ-cyhalothrin (Warrior II), dimethoate (Dimethoate 4EC), phosmet (Imidan 70W), and imidacloprid (Provado 1.6F). At least 5 doses of each chemical, diluted in distilled water, were applied to freshly-eclosed adult bees. Mortality was assessed after 48 hr. Dose-mortality regressions were analyzed by probit analysis to test the hypotheses of parallelism and equality by likelihood ratio tests. For A. mellifera, the decreasing order of toxicity at LD50 was imidacloprid, λ-cyhalothrin, dimethoate, phosmet, and acetamiprid. For O. cornifrons, the decreasing order of toxicity at LD50 was dimethoate, λ-cyhalothrin, imidacloprid, acetamiprid, and phosmet. Interaction of imidacloprid or acetamiprid with the fungicide fenbuconazole (Indar 2F) was also tested in a 1∶1 proportion for each species. Estimates of response parameters for each mixture component applied to each species were compared with dose-response data for each mixture in statistical tests of the hypothesis of independent joint action. For each mixture, the interaction of fenbuconazole (a material non-toxic to both species) was significant and positive along the entire line for the pesticide. Our results clearly show that responses of A. mellifera cannot be extrapolated to responses of O.cornifrons, and that synergism of neonicotinoid insecticides and fungicides occurs using formulated product in mixtures as they are commonly applied in apple orchards.","Biddinger,D.J., J.L. Robertson, C. Mullin, J. Frazier, S.A. Ashcraft, E.G. Rajotte, N.K. Joshi, and M. Vaughn",,,168903,Comparative Toxicities and Synergism of Apple Orchard Pesticides to Apis mellifera (L.) and Osmia cornifrons (Radoszkowski),PLoS One8(9): 6 p.,2013,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Young adult,NR,NR,NR,NR,Food,No substrate,4,Formulation,0.7,NR,NR,ug/kg diet,Mortality,Mortality,LOEL,0.7,NR,NR,ug/kg diet,NR,10,NR,NR,Day(s),"worker, queen",colony,N,N,NR,28,70,NR,NR,South-east France,"Global pollinators, like honeybees, are declining in abundance and diversity, which can adversely affect natural ecosystems and agriculture. Therefore, we tested the current hypotheses describing honeybee losses as a multifactorial syndrome, by investigating integrative effects of an infectious organism and an insecticide on honeybee health. We demonstrated that the interaction between the microsporidia Nosema and a neonicotinoid (imidacloprid) significantly weakened honeybees. In the short term, the combination of both agents caused the highest individual mortality rates and energetic stress. By quantifying the strength of immunity at both the individual and social levels, we showed that neither the haemocyte number nor the phenoloxidase activity of individuals was affected by the different treatments. However, the activity of glucose oxidase, enabling bees to sterilize colony and brood food, was significantly decreased only by the combination of both factors compared with control, Nosema or imidacloprid groups, suggesting a synergistic interaction and in the long term a higher susceptibility of the colony to pathogens. This provides the first evidences that interaction between an infectious organism and a chemical can also threaten pollinators, interactions that are widely used to eliminate insect pests in integrative pest management.","Alaux,C., J.L. Brunet, C. Dussaubat, F. Mondet, S. Tchamitchan, M. Cousin, J. Brillard, A. Baldy, L.P. Belzunces, and Y",,,168993,Interactions Between Nosema Microspores and a Neonicotinoid Weaken Honeybees (Apis mellifera),Environ. Microbiol.12(3): 774-782,2010,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,NR,NR,NR,NR,NR,"Environmental, unspecified",No substrate,5,Formulation,250,NR,NR,ppm,Mortality,Mortality,LT50,250,NR,NR,ppm,NR,0.3333,0.3292,0.4875,Day(s),worker,individual,N,N,NR,35 ± 1,50 ± 5,NR,NR,NR,"Department of Agricultural Entomology, University of Agriculture, Faisalabad Pakistan","Husain,D., M. Qasim, M. Saleem, M. Akhter, and K.A. Khan",,,173886,Bioassay of Insecticides Against Three Honey Bee Species in Laboratory Conditions,Cercet. Agron. Moldova47(2): 69-79,2014,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Analytical grade,Unmeasured,99.9,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,"Topical, general",Filter paper,08-juin,Active ingredient,0.53,0.07,7.75,ng/ul,Mortality,Mortality,LD50,0.53,0.07,7.75,ng/ul,NR,2,NR,NR,Day(s),worker,individual,N,N,NR,25 ± 1,60 ± 5,NR,NR,"University of Florida Citrus Research and Education Center (CREC) in Lake Alfred, Florida",This is not a field study; not sure why EPA reported it as a field study. LD50s were determined in the lab.,"Chen,X.D., T.A. Gill, K.S. Pelz-Stelinski, and L.L. Stelinski",,,175348,"Risk Assessment of Various Insecticides Used for Management of Asian Citrus Psyllid, Diaphorina citri in Florida Citrus, Against Honey Bee, Apis mellifera",Ecotoxicology26(3): 351-359,2017,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,0.214,Apis mellifera,Honey Bee,Neonate,NR,NR,NR,NR,"Environmental, unspecified",No substrate,3,Formulation,233,NR,NR,mg/L,Mortality,Mortality,LOEL,233,NR,NR,mg/L,NR,2.0417,NR,NR,Day(s),"worker, queen",colony,N,N,NR,33 ± 0.5,65 ± 3,NR,NR,"Pine forest and pasture area in Magee and Perkinston, Mississippi, USA","Imidacloprid is the most widely used insecticide in the world. In this study, we used spraying methods to simulate field exposures of bees to formulated imidacloprid (Advise® 2FL) alone and binary mixtures with seven pesticides from different classes. Synergistic toxicity was detected from mixtures of Advise (58.6 mg a.i./L imidacloprid)+Domark (512.5 mg a.i. /L tetraconazole), Advise+Transform (58.5 mg a.i./L sulfoxaflor), and Advise+Vydate (68 mg a.i./L oxamyl), and mortality was significantly increased by 20%, 15%, and 26% respectively. The mixtures of Advise+Bracket (88.3 mg a.i./L acephate) and Advise+Karate (62.2 mg a.i./L L-cyhalothrin) showed additive interaction, while Advise+Belay (9.4 mg a.i./L clothianidin) and Advise+Roundup (1217.5 mg a.i./L glyphosate) had no additive/synergistic interaction. Spraying bees with the mixture of all eight pesticides increased mortality to 100%, significantly higher than all other treatments. Except Bracket which significantly suppressed esterase and acetylcholinesterase (AChE) activities, other treatments of Advise-only and mixtures with other pesticides did not suppress enzyme activities significantly, including invertase, glutathione S-transferase (GST), and esterase and AChE. Immunity-related phenoloxidase (PO) activities in survivors tended to be more variable among treatments, but mostly still statistically similar to the control. By using specific enzyme inhibitors, we demonstrated that honey bees mainly rely on cytochrome P450 monooxygenases (P450s) for detoxifying Advise, while esterases and GSTs play substantially less roles in the detoxification. This study provided valuable information for guiding pesticide selection in premixing and tank mixing in order to alleviate toxicity risk to honey bees. Our findings indicated mixtures of Advise with detoxification-enzyme-inducing pesticides may help bees to detoxify Advise, while toxicity synergists may pose further risk to bees, such as the Bracket which not only suppressed esterase and AChE activities, but also increased toxicity to bees.","Zhu,Y.C., J. Yao, J. Adamczyk, and R. Luttrell",,,178738,Synergistic Toxicity and Physiological Impact of Imidacloprid Alone and Binary Mixtures with Seven Representative Pesticides on Honey Bee (Apis mellifera),PLoS One12(5): 16 p.,2017,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,NR,NR,4,6,Day(s),"Spray, unspecified",No substrate,08-juil,Active ingredient,118.17,NR,NR,AI mg/L,Mortality,Mortality,LC50,118.17,NR,NR,AI mg/L,NR,2,NR,NR,Day(s),worker,individual,N,N,NR,33 ± 0.5,65 ± 3,NR,NR,Local beekeepers in Arkansas,"To combat an increasing abundance of sucking insect pests, >40 pesticides are currently recommended and frequently used as foliar sprays on row crops, especially cotton. Foraging honey bees may be killed when they are directly exposed to foliar sprays, or they may take contaminated pollen back to hives that maybe toxic to other adult bees and larvae. To assess acute toxicity against the honey bee, we used a modified spray tower to simulate field spray conditions to include direct whole-body exposure, inhalation, and continuing tarsal contact and oral licking after a field spray. A total of 42 formulated pesticides, including one herbicide and one fungicide, were assayed for acute spray toxicity to 4–6-d-old workers. Results showed significantly variable toxicities among pesticides, with LC 50 s ranging from 25 to thousands of mg/liter. Further risk assessment using the field application concentration to LC 1 or LC 99 ratios revealed the risk potential of the 42 pesticides. Three pesticides killed less than 1% of the worker bees, including the herbicide, a miticide, and a neonicotinoid. Twenty-six insecticides killed more than 99% of the bees, including commonly used organophosphates and neonicotinoids. The remainder of the 13 chemicals killed from 1–99% of the bees at field application rates. This study reveals a realistic acute toxicity of 42 commonly used foliar pesticides. The information is valuable for guiding insecticide selection to minimize direct killing of foraging honey bees, while maintaining effective control of field crop pests.","Zhu,Y.C., J. Adamczyk, T. Rinderer, J. Yao, R. Danka, R. Luttrell, and J. Gore",USDA-ARS,,180995,Spray Toxicity and Risk Potential of 42 Commonly Used Formulations of Row Crop Pesticides to Adult Honey Bees (Hymenoptera: Apidae),J. Econ. Entomol.108(6): 2640-2647,2015,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,NR,NR,NR,NR,NR,Food,No substrate,6,Formulation,8.6,7.8,9.3,ng/org,Mortality,Mortality,LD50,8.6,7.8,9.3,ng/org,NR,1,NR,NR,Day(s),worker,individual,N,N,NR,30,70 ± 5,NR,NR,NR,"Acute toxicities (LD50s) of imidacloprid and clothianidin to Apis mellifera and A. cerana were investigated. Changing patterns of immune-related gene expressions and the activities of four enzymes between the two bee species were compared and analyzed after exposure to sublethal doses of insecticides. Results indicated that A. cerana was more sensitive to imidacloprid and clothianidin than A. mellifera. The acute oral LD50 values of imidacloprid and clothianidin for A. mellifera were 8.6 and 2.0 ng/bee, respectively, whereas the corresponding values for A. cerana were 2.7 and 0.5 ng/bee. The two bee species possessed distinct abilities to mount innate immune response against neonicotinoids. After 48 h of imidacloprid treatment, carboxylesterase (CCE), prophenol oxidase (PPO), and acetylcholinesterase (AChE) activities were significantly downregulated in A. mellifera but were upregulated in A. cerana. Glutathione-S-transferase (GST) activity was significantly elevated in A. mellifera at 48 h after exposure to imidacloprid, but no significant change was observed in A. cerana. AChE was downregulated in both bee species at three different time points during clothianidin exposure, and GST activities were upregulated in both species exposed to clothianidin. Different patterns of immune-related gene expression and enzymatic activities implied distinct detoxification and immune responses of A. cerana and A. mellifera to imidacloprid and clothianidin.","Li,Z., M. Li, J. He, X. Zhao, V. Chaimanee, W.F. Huang, H. Nie, Y. Zhao, and S. Su",,,183451,Differential Physiological Effects of Neonicotinoid Insecticides on Honey Bees: A Comparison Between Apis mellifera and Apis cerana,Pestic. Biochem. Physiol.140:1-8,2017,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,"Technical grade, technical product, technical formulation",Unmeasured,97,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,Food,No substrate,6,Active ingredient,24.09,18.96,29.22,ug/g diet,Mortality,Mortality,LC50,24.09,18.96,29.22,ug/g diet,NR,2,NR,NR,Day(s),worker,individual,N,N,NR,24.5 ± 0.5,50,NR,NR,Chongqing Academy of Animal Sciences,"Here, we found that although the body mass of A. cerana is significantly lower than A. mellifera, the sensitivity of the two species to neonicotinoids are not associated with their body mass but depended on the chemical structure of neonicotinoids.","Yue,M., S.D. Luo, J.L. Liu, and J. Wu",,,183781,"Apis cerana is Less Sensitive to Most Neonicotinoids, Despite of Their Smaller Body Mass",J. Econ. Entomol.111(1): 39-42,2018,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,NR,NR,NR,NR,NR,"Diet, unspecified",No substrate,3,Formulation,3.9,NR,NR,ul/L diet,Mortality,Mortality,LOEL,3.9,NR,NR,ul/L diet,NR,1,NR,NR,Day(s),worker,individual,N,N,"S19°52ʹ11″, W44°25ʹ01″",28 ± 2,55 ± 4,NR,NR,"Federal University of Viçosa, Campus Florestal, Florestal, MG, Brazil","The extensive use of insecticides can cause adverse side effects on pollinators, which negatively impact crop productivity. The pollination carried out by the honeybee Apis mellifera L. (Hymenoptera: Apidae) is crucial in increasing the productivity of the melon (Cucumis melo L.). The main objective of this study was to assess if insecticides applied in the cultivation of cantaloupe melon exhibit significant levels of toxicity toward A. mellifera. We tested the toxicity of azadirachtin, pyriproxyfen, chlorantraniliprole, and imidacloprid, which are commonly sprayed to manage melon pests such as the whitefly Bemisia tabaci (Genn.) (Hemiptera: Aleyrodidae), the pickleworm Diaphania nitidalis (Stoll) and the melonworm Diaphania hyalinata (L.) (Lepidoptera: Pyralidae). Three treatments were carried out, 0.0×, 0.1x and 1.0x the concentration recommended by the manufacturer for the control of those pests. Repellency tests, analysis of mortality through contact and ingestion, and flight tests were performed. The insecticide imidacloprid caused mortality rates above 90% in all tested exposure pathways, displaying high residue persistence on plants. Although not causing significant mortality in the ingestion test, pyriproxyfen caused significant mortality after exposure through contact, and change in flight ability. Azadirachtin caused mortality in the ingestion test and impaired the flight ability of bees, while chlorantraniliprole only impaired the flight ability. Moreover, bees were not repelled by these insecticides, suggesting that they may collect contaminated food in the field while foraging. Altogether, ecofriendly, alternative pest control options should be developed, as well as the adoption of more selective insecticides, in order to reduce the non-target effects on honeybees and guarantee their pollination services.","Gomes,I.N., K.I.C. Vieira, L.M. Gontijo, and H.C. Resende",,,184206,Honeybee Survival and Flight Capacity are Compromised by Insecticides Used for Controlling Melon Pests in Brazil,Ecotoxicology29(1): 97-107,2020,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,21.4,Apis mellifera,Honey Bee,Adult,9,NR,NR,Day(s),"Spray, unspecified",No substrate,3,Formulation,357,NR,NR,mg/L,Mortality,Mortality,LOEL,357,NR,NR,mg/L,NR,2,NR,NR,Day(s),worker,colony,N,N,NR,33 ± 0.5,60 ± 3,NR,NR,"Pine forest and pasture area near Perkinston and Magee, Mississippi, USA","Methyl benzoate (MB) is a component of bee semiochemicals. Recent discovery of insecticidal activity of MB against insect pests provides a potential alternative to chemical insecticides. The aim of this study was to examine any potential adverse impact of MB on honey bees. By using two different methods, a spray for contact and feeding for oral toxicity, LC50s were 236.61 and 824.99 g a.i./L, respectively. The spray toxicity was 2002-fold and 173,163-fold lower than that of imidacloprid and abamectin. Piperonyl butoxide (PBO, inhibiting P450 oxidases [P450]) significantly synergized MB toxicity in honey bees, indicating P450s are the major MB-detoxification enzymes for bees. Assessing additive/synergistic interactions indicated that MB synergistically or additively aggravated the toxicity of all four insecticides (representing four different classes) in honey bees. Another adverse effect of MB in honey bees was the significant decrease of orientation and flight ability by approximately 53%. Other influences of MB included minor decrease of sucrose consumption, minor increase of P450 enzymatic activity, and little to no effect on esterase and glutathione S-transferase (GST) activities. By providing data from multiple experiments, we have substantially better understanding how important the P450s are in detoxifying MB in honey bees. MB could adversely affect feeding and flight in honey bees, and may interact with many conventional insecticides to aggravate toxicity to bees. However, MB is a relatively safe chemical to bees. Proper formulation and optimizing proportion of MB in mixtures may be achievable to enhance efficacy against pests and minimize adverse impact of MB on honey bees.","Zhu,Y.C., Y.H. Wang, M. Portilla, K. Parys, and W.H. Li",,,184316,"Risk and Toxicity Assessment of a Potential Natural Insecticide, Methyl Benzoate, in Honey Bees (Apis mellifera L.)",Insects10(11): 17 p.,2019,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,Food,No substrate,2,Formulation,500,NR,NR,ug/L diet,Mortality,Survival,LOEL,500,NR,NR,ug/L diet,NR,3,NR,NR,Day(s),worker,individual,N,N,NR,NR,NR,NR,NR,NR,"Accumulating evidence suggests that pesticides have played a role in the increased rate of honey bee colony loss. One of the most commonly used pesticides in the United States is the neonicotinoid imidacloprid. Although the primary mode of action of imidacloprid is on the insect nervous system, it has also been shown to cause changes in insects' digestive physiology and alter the microbiota of Drosophila melanogaster larvae. The honey bee gut microbiome plays a major role in bee health. Although many studies have shown that imidacloprid affects honey bee behavior, its impact on the microbiome has not been fully elucidated. Here, we investigated the impact of imidacloprid on the gut microbiome composition, survivorship, and susceptibility to pathogens of honey bees. Consistent with other studies, we show that imidacloprid exposure results in an elevated mortality of honey bees in the hive and increases the susceptibility to infection by pathogens. However, we did not find evidence that imidacloprid affects the gut bacterial community of honey bees. Our in vitro experiments demonstrated that honey bee gut bacteria can grow in the presence of imidacloprid, and we found some evidence that imidacloprid can be metabolized in the bee gut environment. However, none of the individual bee gut bacterial species tested could metabolize imidacloprid, suggesting that the observed metabolism of imidacloprid within in vitro bee gut cultures is not caused by the gut bacteria. Overall, our results indicate that imidacloprid causes increased mortality in honey bees, but this mortality does not appear to be linked to the microbiome.","Raymann,K., E.V.S. Motta, C. Girard, I.M. Riddington, J.A. Dinser, and N.A. Moran",,,184420,Imidacloprid Decreases Honey Bee Survival Rates but does not Affect the Gut Microbiome,Appl. Environ. Microbiol.84(13): 1-13,2018,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,21.4,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,"Spray, unspecified",No substrate,7,Formulation,26.96,NR,NR,ng/org,Mortality,Lifespan,LOEL,26.96,NR,NR,ng/org,NR,22,NR,NR,Day(s),worker,individual,N,N,NR,33 ± 0.5,65 ± 3,NR,NR,"Perkinston and Magee, Mississippi","Imidacloprid is the most widely used insecticide in agriculture. Its impact on honeybees has received worldwide attention. Foliar sprays are commonly and frequently used for piercing insect control, particularly on cotton in southern USA. To simulate field exposures of formulated imidacloprid (Advise® 2Fl), we used a modified spray tower to treat honeybee workers and monitored five enzyme activities and survival for up to 52 days. Results indicated that spray treatments twice a week for 52 days with 0.001 and 1 mg/L and once a week for three weeks with 4.3 mg/L Advise showed no adverse effect on bee survival, where imidacloprid-treated bees could live as long as untreated bees. Concentration ≥80 mg/L significantly reduced bee survival, and substantial number of bees continued to die after 48-hr of post-treatment period which was commonly used for measuring insecticide toxicity. The body weight of imidacloprid-treated bees (at LC20 and LC50) was also significantly reduced. Enzymatic data showed that activities of detoxification enzymes esterase and glutathione S-transferase (GST), insecticide-target enzyme acetylcholinesterase (AChE) and honey enzyme invertase in imidacloprid-treated survivors were mostly similar to those found in untreated bees. The immunity-related phenoloxidase (PO) activity in imidacloprid-treated survivors was also mostly similar to that of untreated control, but higher PO activity was detected in bees treated with higher concentrations for 3 weeks. By using both bioassays and enzymatic assays, this study revealed long-term noneffective and effective concentrations of imidacloprid that may be useful for accurate assessment of toxicity risk of neonicotinoids to bees.","Zhu,Y.C., J. Yao, and J. Adamczyk",,,184426,Long-Term Risk Assessment on Noneffective and Effective Toxic Doses of Imidacloprid to Honeybee worker,J. Appl. Entomol.143(1/2): 118-128,2019,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Pure grade,Unmeasured,99,Apis mellifera,Honey Bee,NR,NR,1,5,Week(s),Food,No substrate,11,Active ingredient,2.2,NR,NR,mg/L diet,Mortality,Mortality,LC50,2.2,NR,NR,mg/L diet,NR,2,NR,NR,Day(s),,,N,N,NR,34.5 ± 2,65 ± 20,NR,NR,"Agricultural Research Organization, Volcani Center, Israel",,"Bommuraj,V., Y. Chen, M. Birenboim, S. Barel, and J.A. Shimshoni",,,186740,Concentration- and Time-Dependent Toxicity of Commonly Encountered Pesticides and Pesticide Mixtures to Honeybees (Apis mellifera L.),Chemosphere266:11 p.,2021,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,"Environmental, unspecified",Filter paper,2,Active ingredient,25,NR,NR,AI g/ha,Mortality,Mortality,LOEL,25,NR,NR,AI g/ha,NR,0.25,NR,NR,Day(s),worker,individual,N,N,NR,NR,NR,NR,NR,NR,"Laboratory studies were conducted to evaluate the contact toxicity of spirotetramat 150 OD against honeybees in Tamil Nadu Agricultural University, Coimbatore during 2007 - 2008. Spirotetramat 150 OD at 45, 60 and 75 g a.i.ha-1 caused 3.33, 10.00 and 20.00 per cent mortality, respectively to Indian bees after 6 HAT, and it increased to 10.00, 16.67 and 30.00 per cent, respectively after 24 HAT. But chloronicotinyl compounds, imidacloprid and acetamiprid and conventional insecticides, monocrotophos and methyl demeton caused increased mortality of 46.67, 43.33, 56.67 and 63.33 per cent, respectively. Similar trend was observed in Italian bees, little bees and stingless bees. Hence, spirotetramat was considered to be relatively safer to honeybees than imidacloprid, acetamiprid, monocrotophos and methyl demeton.","Vinothkumar,B., N. Kumaran, N. Boomathi, P.A. Saravanan, and S. Kuttalam",,,187215,Toxicity of Spirotetramat 150 OD to Honeybees,Madras Agric. J.97(1/3): 86-87,2010,NA,
